Feature value 1, Feature value 2, Jaccard coefficient for reference set, Jaccard coefficient for MMP-targeting set
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ4*01,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ1*01,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ3*01,0.021739130434782608,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_LV_IGKV5-39*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_L1_2,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_L1_4,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_L1_3,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_L1_5,0.01015228426395939,0.0
Germ_LV_IGKV5-39*01,Canonical_L1_0,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_L2_0,0.00404040404040404,0.0
Germ_LV_IGKV5-39*01,Canonical_L3_0,0.00404040404040404,0.0
Germ_LV_IGKV5-39*01,Canonical_H1_2,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H1_4,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H1_1,0.0045662100456621,0.0
Germ_LV_IGKV5-39*01,Canonical_H1_3,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H1_0,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H2_6,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H2_0,0.012048192771084338,0.0
Germ_LV_IGKV5-39*01,Canonical_H2_5,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H2_3,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H3_2,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H3_1,0.0,0.0
Germ_LV_IGKV5-39*01,Canonical_H3_0,0.006944444444444444,0.0
Germ_LV_IGKV5-39*01,Canonical_H3_3,0.004424778761061947,0.0
Germ_LV_IGKV5-39*01,PI_0.0-3.5,0.0,0.0
Germ_LV_IGKV5-39*01,PI_3.5-3.9375,0.0064516129032258064,0.0
Germ_LV_IGKV5-39*01,PI_3.9375-4.375,0.009615384615384616,0.0
Germ_LV_IGKV5-39*01,PI_4.375-5.25,0.0,0.0
Germ_LV_IGKV5-39*01,PI_5.25-5.6875,0.0,0.0
Germ_LV_IGKV5-39*01,PI_5.6875-6.125,0.0,0.0
Germ_LV_IGKV5-39*01,PI_6.125-7.0,0.0,0.0
Germ_LV_IGKV5-39*01,PI_7.0-14.0,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV1-10*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV3S9*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV9-120*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV3-21*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV4-57-1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV5-48*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV3S3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV1-117*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV6-57*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV8-30*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV1-51*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV3-2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV1S14*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV1S11*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV14-126*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV6-21*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV1-5*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV2S9*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV3-19*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV14-111*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV6-23*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV10-96*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV4-72*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV6-57*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV2D-29*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV3-9*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGLV3-10*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV12-46*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LV_IGKV10-94*05,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ2*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ2-3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGLJ1*01,0.037037037037037035,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ2-1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGLJ3*01,0.020833333333333332,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ5*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ1-2*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGLJ7*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ2*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGLJ6*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ4*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ1-1*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ1-2*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGLJ2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGKJ4*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_LJ_IGLJ3*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-5*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-9*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-17*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-53*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-24*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-15*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-42*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV10-3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-23*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3S1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-5*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-30*18,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-4*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5S4*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-4*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-2*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-23*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-21*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-69*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV9-3-1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-30*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-72*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-6*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-15*06,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-4*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-22*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-4*08,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-18*04,0.125,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-7*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-6-5*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV6-6*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-67*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-9*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-59*08,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-10-1*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-8*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-59*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-2*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV8-8*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-66*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1S45*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-14*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-70*13,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-6-1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-12-2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV9-4*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-9*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-48*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV14-1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-30*11,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-2*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV9-2-1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-30*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-69*08,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-59*05,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV8-12*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-9*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-54*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-37*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-6-4*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-59*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-34*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1S61*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-59*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-8*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1S29*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-7*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1S69*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-6*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-84*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV13-2*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-11*05,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-34*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-53*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-46*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-12*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-30*10,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-74*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-23*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-15*07,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-13*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV14-4*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-72*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV7-3*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-33*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-9*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-31*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-12*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-85*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-55*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-69*14,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5S9*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-19*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-82*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-64*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV14-1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV6-3*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1S14*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-6-2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV14-3*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV9-1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-2*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-73*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-6-3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-50*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1S53*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-5*09,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV10S3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-9-3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-63*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-47*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-38-2*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-39*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-81*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-2*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV9-3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-69*10,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-74*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-15*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV10-1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV8-5*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-15*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-9*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-4*07,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-33*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-18*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-11*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2S5*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-23*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2-6-7*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV7-3*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-38-2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-20*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-1*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-66*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-59*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-39*07,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-30-4*07,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-61*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV7-4-1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-69*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV6-7*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV5-51*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-34*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-26*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-69D*01,0.0625,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1-69-2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV3-66*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-31*05,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV4-59*07,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV1S7*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV6-6*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HV_IGHV2S33*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ4*01,0.006289308176100629,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ1*01,0.041666666666666664,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ3*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_LV_IGLV2-14*02,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_L1_2,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_L1_4,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_L1_3,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_L1_5,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_L1_0,0.007547169811320755,0.0
Germ_LV_IGLV2-14*02,Canonical_L2_0,0.00404040404040404,0.0
Germ_LV_IGLV2-14*02,Canonical_L3_0,0.00404040404040404,0.0
Germ_LV_IGLV2-14*02,Canonical_H1_2,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H1_4,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H1_1,0.0045662100456621,0.0
Germ_LV_IGLV2-14*02,Canonical_H1_3,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H1_0,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H2_6,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H2_0,0.005988023952095809,0.0
Germ_LV_IGLV2-14*02,Canonical_H2_5,0.004761904761904762,0.0
Germ_LV_IGLV2-14*02,Canonical_H2_3,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H3_2,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H3_1,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H3_0,0.0,0.0
Germ_LV_IGLV2-14*02,Canonical_H3_3,0.008888888888888889,0.0
Germ_LV_IGLV2-14*02,PI_0.0-3.5,0.0,0.0
Germ_LV_IGLV2-14*02,PI_3.5-3.9375,0.0,0.0
Germ_LV_IGLV2-14*02,PI_3.9375-4.375,0.0,0.0
Germ_LV_IGLV2-14*02,PI_4.375-5.25,0.0,0.0
Germ_LV_IGLV2-14*02,PI_5.25-5.6875,0.0,0.0
Germ_LV_IGLV2-14*02,PI_5.6875-6.125,0.017241379310344827,0.0
Germ_LV_IGLV2-14*02,PI_6.125-7.0,0.03333333333333333,0.0
Germ_LV_IGLV2-14*02,PI_7.0-14.0,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV3S9*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV9-120*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV3-21*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV1*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV4-57-1*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV5-48*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV3S3*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV1-117*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV6-57*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV8-30*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV1-51*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV3-2*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV1S14*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV1S11*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV14-126*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV6-21*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV1-5*03,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV2S9*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV3*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV3-19*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV14-111*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV6-23*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV10-96*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV4-72*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV6-57*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV2D-29*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV3-9*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGLV3-10*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV12-46*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LV_IGKV10-94*05,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ2*03,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ2-3*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGLJ1*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ2*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ1*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ2-1*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGLJ3*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ5*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ1-2*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGLJ7*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ2*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGLJ6*01,0.18181818181818182,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ3*01,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ4*02,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ1-1*03,0.0,0.0
Germ_LV_IGLV1-10*01,Germ_LJ_IGKJ1-2*03,0.0,0.0
